1000416	M_avefle_r1_102307,M_avefle_r1_1758,M_avefle_r1_192195,M_avefle_r1_20171,M_avefle_r1_20660,M_avefle_r1_242129,M_avefle_r1_285574,M_avefle_r1_297462,M_avefle_r1_300355,M_avefle_r1_335184,M_avefle_r1_354403,M_avefle_r1_361277,M_avefle_r1_423081,M_avefle_r1_437685,M_avefle_r1_44942,M_avefle_r1_510389
100813	M_avefle_r1_102484,M_avefle_r1_116256,M_avefle_r1_120231,M_avefle_r1_131363,M_avefle_r1_146839,M_avefle_r1_16004,M_avefle_r1_161483,M_avefle_r1_167002,M_avefle_r1_170676,M_avefle_r1_185725,M_avefle_r1_185820,M_avefle_r1_203432,M_avefle_r1_206107,M_avefle_r1_206323,M_avefle_r1_214109,M_avefle_r1_218331,M_avefle_r1_218422,M_avefle_r1_241894,M_avefle_r1_243142,M_avefle_r1_279588,M_avefle_r1_282439,M_avefle_r1_284845,M_avefle_r1_286967,M_avefle_r1_289541,M_avefle_r1_291555,M_avefle_r1_291954,M_avefle_r1_313227,M_avefle_r1_324983,M_avefle_r1_334192,M_avefle_r1_334959,M_avefle_r1_33754,M_avefle_r1_358286,M_avefle_r1_367579,M_avefle_r1_367618,M_avefle_r1_370086,M_avefle_r1_381207,M_avefle_r1_38150,M_avefle_r1_387716,M_avefle_r1_394994,M_avefle_r1_408939,M_avefle_r1_419635,M_avefle_r1_425506,M_avefle_r1_428535,M_avefle_r1_447850,M_avefle_r1_448060,M_avefle_r1_451989,M_avefle_r1_456975,M_avefle_r1_457011,M_avefle_r1_45952,M_avefle_r1_467287,M_avefle_r1_470178,M_avefle_r1_474997,M_avefle_r1_492716,M_avefle_r1_493099,M_avefle_r1_495476,M_avefle_r1_49551,M_avefle_r1_499843,M_avefle_r1_503351,M_avefle_r1_62409,M_avefle_r1_66243,M_avefle_r1_76153,M_avefle_r1_87697
111420	M_avefle_r1_440966
112517	M_avefle_r1_383163
114194	M_avefle_r1_128165,M_avefle_r1_220060,M_avefle_r1_242674
114195	M_avefle_r1_179848,M_avefle_r1_241990,M_avefle_r1_268868
1155255	M_avefle_r1_100302,M_avefle_r1_141948,M_avefle_r1_145608,M_avefle_r1_147331,M_avefle_r1_15159,M_avefle_r1_156185,M_avefle_r1_175077,M_avefle_r1_190650,M_avefle_r1_216600,M_avefle_r1_23609,M_avefle_r1_249847,M_avefle_r1_260069,M_avefle_r1_287761,M_avefle_r1_362738,M_avefle_r1_363379,M_avefle_r1_411652,M_avefle_r1_415068,M_avefle_r1_418473,M_avefle_r1_442417,M_avefle_r1_470435,M_avefle_r1_479367,M_avefle_r1_502081
1211431	M_avefle_r1_111560,M_avefle_r1_85964
121769	M_avefle_r1_30284,M_avefle_r1_331732
1227975	M_avefle_r1_228640,M_avefle_r1_242741,M_avefle_r1_337049,M_avefle_r1_348035,M_avefle_r1_371016,M_avefle_r1_401763
1249140	M_avefle_r1_136026,M_avefle_r1_144162,M_avefle_r1_186466,M_avefle_r1_236618,M_avefle_r1_269595,M_avefle_r1_289516,M_avefle_r1_393999,M_avefle_r1_420720,M_avefle_r1_440150,M_avefle_r1_486469,M_avefle_r1_502658,M_avefle_r1_78621
1288821	M_avefle_r1_40929
129741	M_avefle_r1_161212,M_avefle_r1_309870,M_avefle_r1_395493
1301364	M_avefle_r1_150285,M_avefle_r1_232186,M_avefle_r1_335679,M_avefle_r1_510169,M_avefle_r1_511846,M_avefle_r1_7945
13648	M_avefle_r1_121627,M_avefle_r1_13466,M_avefle_r1_155329,M_avefle_r1_202366,M_avefle_r1_215122,M_avefle_r1_258617,M_avefle_r1_268929,M_avefle_r1_269354,M_avefle_r1_278176,M_avefle_r1_386195,M_avefle_r1_463847,M_avefle_r1_54759,M_avefle_r1_59257,M_avefle_r1_77359,M_avefle_r1_85757
140859	M_avefle_r1_101594,M_avefle_r1_141593,M_avefle_r1_241638,M_avefle_r1_2645,M_avefle_r1_275993,M_avefle_r1_283217,M_avefle_r1_297523,M_avefle_r1_423250,M_avefle_r1_449869,M_avefle_r1_52618
1426240	M_avefle_r1_128921,M_avefle_r1_149578,M_avefle_r1_168685,M_avefle_r1_17640,M_avefle_r1_198099,M_avefle_r1_210232,M_avefle_r1_210856,M_avefle_r1_217042,M_avefle_r1_224287,M_avefle_r1_287312,M_avefle_r1_295955,M_avefle_r1_301937,M_avefle_r1_310077,M_avefle_r1_345929,M_avefle_r1_365252,M_avefle_r1_377230,M_avefle_r1_393107,M_avefle_r1_418121,M_avefle_r1_426390,M_avefle_r1_433142,M_avefle_r1_446742,M_avefle_r1_473228,M_avefle_r1_476304,M_avefle_r1_488715,M_avefle_r1_79600
1426244	M_avefle_r1_113710,M_avefle_r1_169896,M_avefle_r1_262509,M_avefle_r1_268410,M_avefle_r1_299185,M_avefle_r1_310431,M_avefle_r1_314242,M_avefle_r1_358079,M_avefle_r1_383544,M_avefle_r1_392452,M_avefle_r1_58426
