102714	M_betpub_1_388934
102722	M_betpub_1_56613
102724	M_betpub_1_45319
102804	M_betpub_1_365928
1053350	M_betpub_1_77941
108412	M_betpub_1_377236
113636	M_betpub_1_721603
1155332	M_betpub_1_692673
118891	M_betpub_1_395633,M_betpub_1_917529
119585	M_betpub_1_808065
125027	M_betpub_1_1141166,M_betpub_1_294613
129741	M_betpub_1_1156110
13398	M_betpub_1_334186
134860	M_betpub_1_442474,M_betpub_1_460726
13487	M_betpub_1_435404
13579	M_betpub_1_903168
137456	M_betpub_1_219242
138011	M_betpub_1_508121
1385505	M_betpub_1_14450,M_betpub_1_187
140842	M_betpub_1_31472
1435599	M_betpub_1_316254
