102714	M_calpal_r1_758574
102718	M_calpal_r1_302695
105913	M_calpal_r1_248265
1114890	M_calpal_r1_350205,M_calpal_r1_660441,M_calpal_r1_803441,M_calpal_r1_816447,M_calpal_r1_827123,M_calpal_r1_840019
1120560	M_calpal_r1_839426
112593	M_calpal_r1_221150,M_calpal_r1_284449,M_calpal_r1_332945,M_calpal_r1_485021,M_calpal_r1_618419,M_calpal_r1_701546,M_calpal_r1_756467,M_calpal_r1_789008,M_calpal_r1_87674
1155243	M_calpal_r1_110813,M_calpal_r1_338971
1155362	M_calpal_r1_254043,M_calpal_r1_824217
118891	M_calpal_r1_585576
1301445	M_calpal_r1_910853
1301454	M_calpal_r1_889654
13054	M_calpal_r1_467425
1325730	M_calpal_r1_732522
13273	M_calpal_r1_915070
13398	M_calpal_r1_949863
13417	M_calpal_r1_453393,M_calpal_r1_51446
135520	M_calpal_r1_303375,M_calpal_r1_315161,M_calpal_r1_594807,M_calpal_r1_642890,M_calpal_r1_969762
137456	M_calpal_r1_641535
139271	M_calpal_r1_664552
140997	M_calpal_r1_634646
1436118	M_calpal_r1_152020
