0 M_vaculi_1_112723
13749 M_vaculi_1_49553
0 M_vaculi_1_67500
190548 M_vaculi_1_60758
0 M_vaculi_1_203296
0 M_vaculi_1_42935
190548 M_vaculi_1_343135
0 M_vaculi_1_267186
0 M_vaculi_1_73107
0 M_vaculi_1_142209
190548 M_vaculi_1_43214
13749 M_vaculi_1_125460
190548 M_vaculi_1_80565
190548 M_vaculi_1_279534
0 M_vaculi_1_246159
0 M_vaculi_1_19653
0 M_vaculi_1_274070
13749 M_vaculi_1_257620
0 M_vaculi_1_9587
0 M_vaculi_1_324075
0 M_vaculi_1_27729
1437183 M_vaculi_1_211158
0 M_vaculi_1_342982
0 M_vaculi_1_270810
190548 M_vaculi_1_89190
190548 M_vaculi_1_90123
13749 M_vaculi_1_4098
0 M_vaculi_1_301393
190548 M_vaculi_1_320490
190548 M_vaculi_1_164776
0 M_vaculi_1_5448
0 M_vaculi_1_274105
0 M_vaculi_1_340110
0 M_vaculi_1_186468
0 M_vaculi_1_131984
0 M_vaculi_1_186547
0 M_vaculi_1_305517
1437183 M_vaculi_1_77689
190548 M_vaculi_1_11841
190548 M_vaculi_1_202601
190548 M_vaculi_1_239986
190548 M_vaculi_1_14774
190548 M_vaculi_1_302017
58023 M_vaculi_1_177100
0 M_vaculi_1_11565
190548 M_vaculi_1_100353
0 M_vaculi_1_298372
0 M_vaculi_1_231193
190548 M_vaculi_1_157690
0 M_vaculi_1_302668
180772 M_vaculi_1_108542
0 M_vaculi_1_206445
190548 M_vaculi_1_116011
0 M_vaculi_1_278522
190548 M_vaculi_1_298057
0 M_vaculi_1_303806
0 M_vaculi_1_100706
0 M_vaculi_1_298022
0 M_vaculi_1_297855
190548 M_vaculi_1_265690
190548 M_vaculi_1_180008
190548 M_vaculi_1_27498
0 M_vaculi_1_109092
13749 M_vaculi_1_313490
190548 M_vaculi_1_152028
1437183 M_vaculi_1_136836
190548 M_vaculi_1_235251
0 M_vaculi_1_306317
0 M_vaculi_1_331250
13749 M_vaculi_1_102577
0 M_vaculi_1_197918
0 M_vaculi_1_216852
190548 M_vaculi_1_316825
0 M_vaculi_1_178776
0 M_vaculi_1_137290
190548 M_vaculi_1_57923
0 M_vaculi_1_273554
0 M_vaculi_1_279117
190548 M_vaculi_1_75423
0 M_vaculi_1_40974
190548 M_vaculi_1_281079
0 M_vaculi_1_219691
190548 M_vaculi_1_104360
0 M_vaculi_1_202040
0 M_vaculi_1_19386
13749 M_vaculi_1_16897
13749 M_vaculi_1_328248
0 M_vaculi_1_4761
0 M_vaculi_1_31093
0 M_vaculi_1_276742
0 M_vaculi_1_36183
0 M_vaculi_1_145615
4345 M_vaculi_1_273975
0 M_vaculi_1_86430
190548 M_vaculi_1_115627
0 M_vaculi_1_106382
0 M_vaculi_1_40481
0 M_vaculi_1_33934
190548 M_vaculi_1_146268
0 M_vaculi_1_297225
190548 M_vaculi_1_104071
0 M_vaculi_1_38456
0 M_vaculi_1_227333
13749 M_vaculi_1_128541
0 M_vaculi_1_29374
0 M_vaculi_1_23923
239410 M_vaculi_1_196237
0 M_vaculi_1_240376
1437201 M_vaculi_1_43139
0 M_vaculi_1_190982
0 M_vaculi_1_206027
0 M_vaculi_1_106341
190548 M_vaculi_1_76014
190548 M_vaculi_1_103863
0 M_vaculi_1_242996
0 M_vaculi_1_120566
58024 M_vaculi_1_20298
190548 M_vaculi_1_241334
0 M_vaculi_1_54322
0 M_vaculi_1_90928
0 M_vaculi_1_21934
1437201 M_vaculi_1_283528
516948 M_vaculi_1_243718
0 M_vaculi_1_46860
0 M_vaculi_1_78074
0 M_vaculi_1_219664
0 M_vaculi_1_335411
0 M_vaculi_1_3940
1437183 M_vaculi_1_29281
0 M_vaculi_1_219239
0 M_vaculi_1_9301
190548 M_vaculi_1_44200
190548 M_vaculi_1_47604
0 M_vaculi_1_92590
190548 M_vaculi_1_112081
190548 M_vaculi_1_65989
0 M_vaculi_1_241149
0 M_vaculi_1_77740
0 M_vaculi_1_74733
190548 M_vaculi_1_175023
0 M_vaculi_1_296356
13749 M_vaculi_1_53839
190548 M_vaculi_1_153818
0 M_vaculi_1_14152
190548 M_vaculi_1_327697
190548 M_vaculi_1_84341
0 M_vaculi_1_225675
190548 M_vaculi_1_29294
190548 M_vaculi_1_154719
0 M_vaculi_1_262360
0 M_vaculi_1_15230
190548 M_vaculi_1_238502
190548 M_vaculi_1_162818
0 M_vaculi_1_142950
0 M_vaculi_1_63182
190548 M_vaculi_1_299016
0 M_vaculi_1_147213
0 M_vaculi_1_260299
0 M_vaculi_1_296961
190548 M_vaculi_1_276615
0 M_vaculi_1_205918
0 M_vaculi_1_323408
1437183 M_vaculi_1_27492
0 M_vaculi_1_298776
0 M_vaculi_1_340358
190548 M_vaculi_1_105081
190548 M_vaculi_1_292107
0 M_vaculi_1_245084
0 M_vaculi_1_256910
190548 M_vaculi_1_87555
0 M_vaculi_1_66276
0 M_vaculi_1_307491
1437183 M_vaculi_1_42396
0 M_vaculi_1_341821
190548 M_vaculi_1_241801
190548 M_vaculi_1_209319
0 M_vaculi_1_160153
0 M_vaculi_1_271177
190548 M_vaculi_1_8368
0 M_vaculi_1_999
0 M_vaculi_1_263803
13749 M_vaculi_1_315465
190548 M_vaculi_1_16695
190548 M_vaculi_1_193938
190548 M_vaculi_1_261101
0 M_vaculi_1_345906
0 M_vaculi_1_318848
0 M_vaculi_1_133599
0 M_vaculi_1_190390
0 M_vaculi_1_334677
0 M_vaculi_1_141002
13749 M_vaculi_1_104106
0 M_vaculi_1_325916
0 M_vaculi_1_283223
0 M_vaculi_1_126723
0 M_vaculi_1_44749
0 M_vaculi_1_57764
0 M_vaculi_1_282339
0 M_vaculi_1_316991
0 M_vaculi_1_100023
190548 M_vaculi_1_91396
0 M_vaculi_1_277789
0 M_vaculi_1_104042
71274 M_vaculi_1_153529
190548 M_vaculi_1_242831
0 M_vaculi_1_169817
180772 M_vaculi_1_130795
0 M_vaculi_1_162593
0 M_vaculi_1_262526
0 M_vaculi_1_127522
0 M_vaculi_1_22220
0 M_vaculi_1_256086
0 M_vaculi_1_321184
0 M_vaculi_1_202846
0 M_vaculi_1_173098
0 M_vaculi_1_60920
0 M_vaculi_1_291465
190548 M_vaculi_1_36480
190548 M_vaculi_1_307972
13749 M_vaculi_1_288496
0 M_vaculi_1_342954
190548 M_vaculi_1_335153
190548 M_vaculi_1_110264
0 M_vaculi_1_281170
0 M_vaculi_1_180932
0 M_vaculi_1_214464
0 M_vaculi_1_272747
0 M_vaculi_1_32228
0 M_vaculi_1_172894
0 M_vaculi_1_246774
190548 M_vaculi_1_119138
0 M_vaculi_1_235203
0 M_vaculi_1_170559
0 M_vaculi_1_149057
0 M_vaculi_1_186990
0 M_vaculi_1_218981
190548 M_vaculi_1_239091
0 M_vaculi_1_46905
0 M_vaculi_1_334675
0 M_vaculi_1_39305
1437183 M_vaculi_1_53289
190548 M_vaculi_1_152511
190548 M_vaculi_1_116088
0 M_vaculi_1_48439
0 M_vaculi_1_217671
0 M_vaculi_1_136056
0 M_vaculi_1_110872
1437183 M_vaculi_1_298200
190548 M_vaculi_1_188035
217037 M_vaculi_1_192221
0 M_vaculi_1_316851
0 M_vaculi_1_75717
0 M_vaculi_1_263582
190548 M_vaculi_1_190716
78536 M_vaculi_1_52546
0 M_vaculi_1_275165
190548 M_vaculi_1_233308
13749 M_vaculi_1_64257
190548 M_vaculi_1_255068
0 M_vaculi_1_88872
0 M_vaculi_1_169456
190548 M_vaculi_1_328309
58023 M_vaculi_1_25860
190548 M_vaculi_1_287447
0 M_vaculi_1_310518
0 M_vaculi_1_144825
190548 M_vaculi_1_194828
0 M_vaculi_1_238639
190548 M_vaculi_1_124137
190548 M_vaculi_1_27579
190548 M_vaculi_1_56153
0 M_vaculi_1_88047
0 M_vaculi_1_76971
190548 M_vaculi_1_93736
1437183 M_vaculi_1_323881
0 M_vaculi_1_319039
0 M_vaculi_1_245180
13749 M_vaculi_1_286974
190548 M_vaculi_1_15271
0 M_vaculi_1_345033
58023 M_vaculi_1_91053
0 M_vaculi_1_266685
0 M_vaculi_1_271418
190548 M_vaculi_1_41182
190548 M_vaculi_1_13431
0 M_vaculi_1_182763
0 M_vaculi_1_336556
0 M_vaculi_1_333311
0 M_vaculi_1_133443
0 M_vaculi_1_52074
13749 M_vaculi_1_44601
190548 M_vaculi_1_146033
0 M_vaculi_1_321687
0 M_vaculi_1_41828
1437183 M_vaculi_1_328161
190548 M_vaculi_1_31085
0 M_vaculi_1_269421
0 M_vaculi_1_4263
190548 M_vaculi_1_73595
190548 M_vaculi_1_187803
190548 M_vaculi_1_85268
190548 M_vaculi_1_318111
13749 M_vaculi_1_42327
0 M_vaculi_1_28010
1437183 M_vaculi_1_294272
0 M_vaculi_1_255779
190548 M_vaculi_1_74931
0 M_vaculi_1_83090
13749 M_vaculi_1_131294
13749 M_vaculi_1_335188
180763 M_vaculi_1_28790
0 M_vaculi_1_335463
0 M_vaculi_1_15134
310818 M_vaculi_1_222364
0 M_vaculi_1_345616
13749 M_vaculi_1_90592
190548 M_vaculi_1_64966
0 M_vaculi_1_248568
29669 M_vaculi_1_323999
114204 M_vaculi_1_105856
0 M_vaculi_1_189236
1437201 M_vaculi_1_132398
190548 M_vaculi_1_117891
0 M_vaculi_1_143677
0 M_vaculi_1_217434
0 M_vaculi_1_122997
13749 M_vaculi_1_156961
190548 M_vaculi_1_32048
0 M_vaculi_1_43041
0 M_vaculi_1_285722
190548 M_vaculi_1_229774
1437201 M_vaculi_1_284109
190548 M_vaculi_1_265349
0 M_vaculi_1_134826
190548 M_vaculi_1_207864
190548 M_vaculi_1_281828
190548 M_vaculi_1_178837
0 M_vaculi_1_277760
0 M_vaculi_1_75170
0 M_vaculi_1_328315
0 M_vaculi_1_20326
190548 M_vaculi_1_152376
190548 M_vaculi_1_18044
0 M_vaculi_1_30249
0 M_vaculi_1_154462
0 M_vaculi_1_231621
0 M_vaculi_1_186727
